task_id,category,gold_label,predicted_label,label_correct,verifier_valid,trace_grounded,direct_f1,closure_f1,first_violation_step,num_violations,num_formula_violations,question,gold_relations,pred_edges,answer
te3_test_nyt_20130321_china_pollution_l61,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
As Pollution Worsens in China, Solutions Succumb to Infighting

Passage:
On Feb. 28, Deutsche Bank released an analysts' note saying that China's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade. ""China's air pollution will become a lot worse from the already unbearable level,"" the analysts said, calling for drastic policy changes and ""a strong government will to overcome the opposition from interest groups.""

Determine the temporal relation between the following event mentions.
- released [ei33]
- said [ei38]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""released [ei33]"", ""said [ei38]"", ""SIMULTANEOUS""]]","[[""released [ei33]"", ""said [ei38]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_china_pollution_l62,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
As Pollution Worsens in China, Solutions Succumb to Infighting

Passage:
On Feb. 28, Deutsche Bank released an analysts' note saying that China's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade. ""China's air pollution will become a lot worse from the already unbearable level,"" the analysts said, calling for drastic policy changes and ""a strong government will to overcome the opposition from interest groups.""

Determine the temporal relation between the following event mentions.
- become [ei37]
- said [ei38]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""become [ei37]"", ""said [ei38]"", ""AFTER""]]","[[""said [ei38]"", ""become [ei37]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_china_pollution_l63,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,0.0,0.0,,0,0,"Title:
As Pollution Worsens in China, Solutions Succumb to Infighting

Passage:
On Feb. 28, Deutsche Bank released an analysts' note saying that China's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade. ""China's air pollution will become a lot worse from the already unbearable level,"" the analysts said, calling for drastic policy changes and ""a strong government will to overcome the opposition from interest groups.""

Determine the temporal relation between the following event mentions.
- calling [ei39]
- said [ei38]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""calling [ei39]"", ""said [ei38]"", ""SIMULTANEOUS""]]","[[""said [ei38]"", ""calling [ei39]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_china_pollution_l64,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
As Pollution Worsens in China, Solutions Succumb to Infighting

Passage:
On Feb. 28, Deutsche Bank released an analysts' note saying that China's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade. ""China's air pollution will become a lot worse from the already unbearable level,"" the analysts said, calling for drastic policy changes and ""a strong government will to overcome the opposition from interest groups.""

Determine the temporal relation between the following event mentions.
- overcome [ei40]
- said [ei38]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""overcome [ei40]"", ""said [ei38]"", ""AFTER""]]","[[""said [ei38]"", ""overcome [ei40]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_china_pollution_l68,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
As Pollution Worsens in China, Solutions Succumb to Infighting

Passage:
The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030, up from 90 million now.

Determine the temporal relation between the following event mentions.
- 400 million [ei42]
- estimated [ei41]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""400 million [ei42]"", ""estimated [ei41]"", ""AFTER""]]","[[""estimated [ei41]"", ""400 million [ei42]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_china_pollution_l103,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
As Pollution Worsens in China, Solutions Succumb to Infighting

Passage:
On Feb. 28, Deutsche Bank released an analysts' note saying that China's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade. ""China's air pollution will become a lot worse from the already unbearable level,"" the analysts said, calling for drastic policy changes and ""a strong government will to overcome the opposition from interest groups.""

Determine the temporal relation between the following event mentions.
- saying [ei34]
- said [ei38]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""saying [ei34]"", ""said [ei38]"", ""SIMULTANEOUS""]]","[[""saying [ei34]"", ""said [ei38]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_china_pollution_l104,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
As Pollution Worsens in China, Solutions Succumb to Infighting

Passage:
On Feb. 28, Deutsche Bank released an analysts' note saying that China's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade. ""China's air pollution will become a lot worse from the already unbearable level,"" the analysts said, calling for drastic policy changes and ""a strong government will to overcome the opposition from interest groups."" The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030, up from 90 million now.

Determine the temporal relation between the following event mentions.
- saying [ei34]
- estimated [ei41]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""saying [ei34]"", ""estimated [ei41]"", ""SIMULTANEOUS""]]","[[""saying [ei34]"", ""estimated [ei41]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l2020,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster.

Determine the temporal relation between the following event mentions.
- exit [ei2001]
- effect [ei2023]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""exit [ei2001]"", ""effect [ei2023]"", ""BEFORE""]]","[[""exit [ei2001]"", ""effect [ei2023]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l3,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster. ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out.

Determine the temporal relation between the following event mentions.
- comes [ei1]
- resulting [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""comes [ei1]"", ""resulting [ei2]"", ""BEFORE""]]","[[""comes"", ""resulting"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l4,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out.

Determine the temporal relation between the following event mentions.
- return [ei3]
- resulting [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""return [ei3]"", ""resulting [ei2]"", ""BEFORE""]]","[[""return [ei3]"", ""resulting [ei2]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l2022,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out.

Determine the temporal relation between the following event mentions.
- created [ei5]
- bailed [ei6]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""created [ei5]"", ""bailed [ei6]"", ""BEFORE""]]","[[""bailed"", ""created"", ""BEFORE""]]",bailed BEFORE created
te3_test_nyt_20130321_cyprus_l13,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
Greece may well have been too big to fail last year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, is certainly not.

Determine the temporal relation between the following event mentions.
- fail [ei8]
- creates [ei9]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""fail [ei8]"", ""creates [ei9]"", ""BEFORE""]]","[[""fail"", ""creates"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l16,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
Greece may well have been too big to fail last year, but Cyprus, which creates less than one-half percent of the euro zone's gross domestic product, is certainly not. From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries.

Determine the temporal relation between the following event mentions.
- creates [ei9]
- struggling [ei10]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""creates [ei9]"", ""struggling [ei10]"", ""SIMULTANEOUS""]]","[[""creates"", ""struggling"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l21,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run.

Determine the temporal relation between the following event mentions.
- mount [ei13]
- forming [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""mount [ei13]"", ""forming [ei15]"", ""BEFORE""]]","[[""mount"", ""forming"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l22,tempeval_relation,BEFORE,SIMULTANEOUS,0,1,1,0.0,0.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run.

Determine the temporal relation between the following event mentions.
- make [ei14]
- forming [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""make [ei14]"", ""forming [ei15]"", ""BEFORE""]]","[[""make [ei14]"", ""forming [ei15]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l23,tempeval_relation,AFTER,AFTER,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run.

Determine the temporal relation between the following event mentions.
- sent [ei16]
- forming [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""sent [ei16]"", ""forming [ei15]"", ""AFTER""]]","[[""sent [ei16]"", ""forming [ei15]"", ""AFTER""]]",AFTER
te3_test_nyt_20130321_cyprus_l24,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run.

Determine the temporal relation between the following event mentions.
- start [ei17]
- forming [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""start [ei17]"", ""forming [ei15]"", ""AFTER""]]","[[""forming"", ""start"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l26,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run.

Determine the temporal relation between the following event mentions.
- survive [ei19]
- forming [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""survive [ei19]"", ""forming [ei15]"", ""AFTER""]]","[[""survive"", ""forming"", ""AFTER""]]",AFTER
te3_test_nyt_20130321_cyprus_l306,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008.

Determine the temporal relation between the following event mentions.
- collapse [ei2016]
- touched [ei24]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""collapse [ei2016]"", ""touched [ei24]"", ""BEFORE""]]","[[""collapse"", ""touched"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l32,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008.

Determine the temporal relation between the following event mentions.
- said [ei21]
- said [ei22]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei21]"", ""said [ei22]"", ""SIMULTANEOUS""]]","[[""said [ei21]"", ""said [ei22]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l36,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""There have been too many bailouts in Europe; it's time to remove the air bags,"" said Stephen Jen, a former economist at the International Monetary Fund who runs a hedge fund in London. ""This is not a Lehman,"" he said, referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008. Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union. By his calculations, the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus. That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros.

Determine the temporal relation between the following event mentions.
- said [ei22]
- studied [ei25]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei22]"", ""studied [ei25]"", ""AFTER""]]","[[""said [ei22]"", ""studied [ei25]"", ""UNKNOWN""]]",UNKNOWN
te3_test_nyt_20130321_cyprus_l445,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros, given the larger exposure that the European Central Bank and European banks had to the country.

Determine the temporal relation between the following event mentions.
- forced [ei30]
- exit [ei2011]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""forced [ei30]"", ""exit [ei2011]"", ""BEFORE""]]","[[""forced"", ""exit"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l53,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke.""

Determine the temporal relation between the following event mentions.
- pressure [ei34]
- saying [ei36]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""pressure [ei34]"", ""saying [ei36]"", ""SIMULTANEOUS""]]","[[""pressure"", ""saying"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l56,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke.""

Determine the temporal relation between the following event mentions.
- losses [ei39]
- saying [ei36]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""losses [ei39]"", ""saying [ei36]"", ""AFTER""]]","[[""losses"", ""saying"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l57,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""This explains why Germany and others are putting so much pressure on Cyprus,"" said Mr. Dor, head of research at the Ieseg School of Management in Lille, France. ""They are saying we can take the risk of pushing Cyprus out of the euro zone, and that Europe can take the losses without going broke.""

Determine the temporal relation between the following event mentions.
- broke [ei40]
- losses [ei39]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""broke [ei40]"", ""losses [ei39]"", ""SIMULTANEOUS""]]","[[""losses"", ""broke"", ""UNKNOWN""]]",UNKNOWN
te3_test_nyt_20130321_cyprus_l60,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments.

Determine the temporal relation between the following event mentions.
- put [ei42]
- notes [ei41]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""put [ei42]"", ""notes [ei41]"", ""BEFORE""]]","[[""put [ei42]"", ""notes [ei41]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l61,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments.

Determine the temporal relation between the following event mentions.
- collapse [ei43]
- notes [ei41]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""collapse [ei43]"", ""notes [ei41]"", ""BEFORE""]]","[[""collapse"", ""notes"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l615,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse. Those deposits are supposed to be insured by national governments.

Determine the temporal relation between the following event mentions.
- panic [ei2017]
- collapse [ei43]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""panic [ei2017]"", ""collapse [ei43]"", ""AFTER""]]","[[""panic"", ""collapse"", ""AFTER""]]",AFTER
te3_test_nyt_20130321_cyprus_l68,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped.

Determine the temporal relation between the following event mentions.
- admitted [ei46]
- snapped [ei47]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""admitted [ei46]"", ""snapped [ei47]"", ""BEFORE""]]","[[""admitted [ei46]"", ""snapped [ei47]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l71,tempeval_relation,BEFORE,SIMULTANEOUS,0,1,1,0.0,0.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said.

Determine the temporal relation between the following event mentions.
- admitted [ei48]
- said [ei51]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""admitted [ei48]"", ""said [ei51]"", ""BEFORE""]]","[[""admitted [ei48]"", ""said [ei51]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l72,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said.

Determine the temporal relation between the following event mentions.
- afford [ei49]
- said [ei51]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""afford [ei49]"", ""said [ei51]"", ""BEFORE""]]","[[""afford"", ""said"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l76,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said. A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.

Determine the temporal relation between the following event mentions.
- said [ei51]
- expulsion [ei52]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei51]"", ""expulsion [ei52]"", ""BEFORE""]]","[[""said [ei51]"", ""expulsion [ei52]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l79,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.

Determine the temporal relation between the following event mentions.
- converted [ei55]
- expulsion [ei52]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""converted [ei55]"", ""expulsion [ei52]"", ""AFTER""]]","[[""converted"", ""expulsion"", ""AFTER""]]",AFTER
te3_test_nyt_20130321_cyprus_l81,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent, once they are converted back into Cypriot pounds, the currency Cyprus used before adopting the euro in 2007.

Determine the temporal relation between the following event mentions.
- adopting [ei57]
- expulsion [ei52]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""adopting [ei57]"", ""expulsion [ei52]"", ""BEFORE""]]","[[""adopting"", ""expulsion"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l200,tempeval_relation,SIMULTANEOUS,SIMULTANEOUS,1,1,1,1.0,0.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped. ""It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee,"" Mr. Dor said.

Determine the temporal relation between the following event mentions.
- admitted [ei48]
- admitted [ei46]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""admitted [ei48]"", ""admitted [ei46]"", ""SIMULTANEOUS""]]","[[""admitted [ei48]"", ""admitted [ei46]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_cyprus_l201,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
A Cyprus exit from the euro union, if it comes to that, would have a devastating effect on the country's citizens, who are among the most indebted in the euro zone. And for European unity and diplomacy, the Cyprus debacle has already been at least a short-term disaster.

Determine the temporal relation between the following event mentions.
- disaster [ei2007]
- comes [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""disaster [ei2007]"", ""comes [ei1]"", ""BEFORE""]]","[[""disaster [ei2007]"", ""comes [ei1]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l203,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out.

Determine the temporal relation between the following event mentions.
- collapse [ei2105]
- resulting [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""collapse [ei2105]"", ""resulting [ei2]"", ""BEFORE""]]","[[""collapse"", ""resulting"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l204,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
ut for the broader financial system in Europe, the losses resulting from a Cypriot banking collapse and the country's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out.

Determine the temporal relation between the following event mentions.
- bailed [ei6]
- havoc [ei4]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""bailed [ei6]"", ""havoc [ei4]"", ""BEFORE""]]","[[""bailed"", ""havoc"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l206,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
From a financial standpoint, what is most noteworthy is that the combined debt of the Cypriot people, companies and government is 2.6 times the size of the country's gross domestic product. Only Ireland, still struggling to recover from the banking collapse that required an international bailout in 2010, has a higher debt-to-G.D.P. ratio among euro zone countries.

Determine the temporal relation between the following event mentions.
- collapse [ei2013]
- recover [ei11]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""collapse [ei2013]"", ""recover [ei11]"", ""BEFORE""]]","[[""collapse [ei2013]"", ""recover [ei11]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_cyprus_l208,tempeval_relation,BEFORE,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
For Euro Zone, a Cyprus Exit Would Have Little Impact

Passage:
As debts in Europe mount in inverse proportion to the ability of its citizens, companies and governments to make good on them, the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run.

Determine the temporal relation between the following event mentions.
- losses [ei2014]
- survive [ei19]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""losses [ei2014]"", ""survive [ei19]"", ""BEFORE""]]","[[""losses"", ""survive"", ""BEFORE""]]",BEFORE
