task_id,category,gold_label,predicted_label,label_correct,verifier_valid,trace_grounded,direct_f1,closure_f1,first_violation_step,num_violations,num_formula_violations,question,gold_relations,pred_edges,answer
te3_test_nyt_20130321_sarcozy_l4,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- abused [ei3]
- informed [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""abused [ei3]"", ""informed [ei1]"", ""BEFORE""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l5,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- get [ei4]
- informed [ei1]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""get [ei4]"", ""informed [ei1]"", ""BEFORE""]]","[[""informed [ei1]"", ""get [ei4]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_sarcozy_l7,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- informed [ei1]
- denied [ei5]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""informed [ei1]"", ""denied [ei5]"", ""AFTER""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l8,tempeval_relation,BEFORE,UNKNOWN,0,0,1,0.0,0.0,,1,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- accepting [ei6]
- denied [ei5]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""accepting [ei6]"", ""denied [ei5]"", ""BEFORE""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l11,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- denied [ei5]
- called [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""denied [ei5]"", ""called [ei8]"", ""BEFORE""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l12,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- decision [ei9]
- called [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""decision [ei9]"", ""called [ei8]"", ""BEFORE""]]","[[""called [ei8]"", ""decision [ei9]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_sarcozy_l14,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- believes [ei11]
- called [ei8]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""believes [ei11]"", ""called [ei8]"", ""BEFORE""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l17,tempeval_relation,SIMULTANEOUS,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- called [ei8]
- said [ei13]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""called [ei8]"", ""said [ei13]"", ""SIMULTANEOUS""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l18,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- appeal [ei14]
- said [ei13]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""appeal [ei14]"", ""said [ei13]"", ""AFTER""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l21,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- said [ei13]
- ruling [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""said [ei13]"", ""ruling [ei15]"", ""AFTER""]]","[[""said [ei13]"", ""ruling [ei15]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_sarcozy_l23,tempeval_relation,BEFORE,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- lost [ei17]
- ruling [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""lost [ei17]"", ""ruling [ei15]"", ""BEFORE""]]","[[""ruling [ei15]"", ""lost [ei17]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_sarcozy_l24,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- bid [ei18]
- ruling [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""bid [ei18]"", ""ruling [ei15]"", ""BEFORE""]]","[[""bid [ei18]"", ""ruling [ei15]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_sarcozy_l25,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- stand [ei19]
- ruling [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""stand [ei19]"", ""ruling [ei15]"", ""AFTER""]]","[[""ruling [ei15]"", ""stand [ei19]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_sarcozy_l26,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- trial [ei20]
- ruling [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""trial [ei20]"", ""ruling [ei15]"", ""AFTER""]]",[],UNKNOWN
te3_test_nyt_20130321_sarcozy_l102,tempeval_relation,AFTER,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- informed [ei1]
- ruling [ei15]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""informed [ei1]"", ""ruling [ei15]"", ""AFTER""]]","[[""informed [ei1]"", ""ruling [ei15]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_sarcozy_l107,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
France: Sarkozy Faces Investigation

Passage:
Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt, 90, the heiress to the L'Oreal fortune and France's richest woman, to get funds for his 2007 presidential campaign. Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt, either personally or through his party treasurer at the time, Eric Woerth, as alleged by her former butler. Mr. Sarkozy's lawyer, Thierry Herzog, called the judge's decision, which indicates that the judge believes that Mr. Sarkozy probably committed a crime, ""incoherent"" and ""unjust."" The lawyer said he would appeal. The ruling does not necessarily mean that Mr. Sarkozy, who lost his re-election bid last May and with it his presidential immunity from prosecution, will stand trial.

Determine the temporal relation between the following event mentions.
- investigation [ei21]
- abused [ei3]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""investigation [ei21]"", ""abused [ei3]"", ""AFTER""]]","[[""abused [ei3]"", ""investigation [ei21]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l2,tempeval_relation,AFTER,AFTER,1,1,1,0.0,1.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

Determine the temporal relation between the following event mentions.
- vote [ei1]
- slipped [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""vote [ei1]"", ""slipped [ei2]"", ""AFTER""]]","[[""slipped [ei2]"", ""vote [ei1]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l3,tempeval_relation,AFTER,UNKNOWN,0,0,0,0.0,0.0,0,2,1,"Title:
Once Few, Women Hold More Power in Senate

Passage:
An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

Determine the temporal relation between the following event mentions.
- savor [ei3]
- slipped [ei2]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""savor [ei3]"", ""slipped [ei2]"", ""AFTER""]]","[[""slipped"", ""savor"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l5,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

Determine the temporal relation between the following event mentions.
- slipped [ei2]
- marched [ei6]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""slipped [ei2]"", ""marched [ei6]"", ""BEFORE""]]","[[""slipped [ei2]"", ""marched [ei6]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l6,tempeval_relation,SIMULTANEOUS,BEFORE,0,1,1,0.0,0.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

Determine the temporal relation between the following event mentions.
- sat [ei4]
- marched [ei6]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""sat [ei4]"", ""marched [ei6]"", ""SIMULTANEOUS""]]","[[""sat [ei4]"", ""marched [ei6]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l7,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

Determine the temporal relation between the following event mentions.
- cast [ei5]
- marched [ei6]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""cast [ei5]"", ""marched [ei6]"", ""BEFORE""]]","[[""cast [ei5]"", ""marched [ei6]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l9,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose. The desks, he sternly told her, were for senators only.

Determine the temporal relation between the following event mentions.
- marched [ei6]
- told [ei7]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""marched [ei6]"", ""told [ei7]"", ""BEFORE""]]","[[""marched [ei6]"", ""told [ei7]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l16,tempeval_relation,BEFORE,UNKNOWN,0,0,1,0.0,0.0,1,1,1,"Title:
Once Few, Women Hold More Power in Senate

Passage:
Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

Determine the temporal relation between the following event mentions.
- begun [ei8]
- said [ei10]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""begun [ei8]"", ""said [ei10]"", ""BEFORE""]]","[[""ei8"", ""ei10"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l17,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

Determine the temporal relation between the following event mentions.
- stuck [ei9]
- said [ei10]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""stuck [ei9]"", ""said [ei10]"", ""BEFORE""]]","[[""stuck [ei9]"", ""said [ei10]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l23,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

Determine the temporal relation between the following event mentions.
- became [ei11]
- remain [ei13]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""became [ei11]"", ""remain [ei13]"", ""BEFORE""]]",[],UNKNOWN
te3_test_nyt_20130321_women_senate_l24,tempeval_relation,BEFORE,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

Determine the temporal relation between the following event mentions.
- sworn [ei12]
- remain [ei13]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""sworn [ei12]"", ""remain [ei13]"", ""BEFORE""]]",[],UNKNOWN
te3_test_nyt_20130321_women_senate_l30,tempeval_relation,AFTER,SIMULTANEOUS,0,1,1,0.0,0.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

Determine the temporal relation between the following event mentions.
- shaping [ei17]
- charged [ei16]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""shaping [ei17]"", ""charged [ei16]"", ""AFTER""]]","[[""shaping [ei17]"", ""charged [ei16]"", ""SIMULTANEOUS""]]",SIMULTANEOUS
te3_test_nyt_20130321_women_senate_l31,tempeval_relation,AFTER,UNKNOWN,0,1,1,0.0,0.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

Determine the temporal relation between the following event mentions.
- battle [ei18]
- charged [ei16]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""battle [ei18]"", ""charged [ei16]"", ""AFTER""]]",[],UNKNOWN
te3_test_nyt_20130321_women_senate_l35,tempeval_relation,SIMULTANEOUS,AFTER,0,1,1,0.0,0.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

Determine the temporal relation between the following event mentions.
- pass [ei19]
- led [ei20]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""pass [ei19]"", ""led [ei20]"", ""SIMULTANEOUS""]]","[[""led [ei20]"", ""pass [ei19]"", ""BEFORE""]]",BEFORE
te3_test_nyt_20130321_women_senate_l40,tempeval_relation,BEFORE,BEFORE,1,1,1,1.0,1.0,,0,0,"Title:
Once Few, Women Hold More Power in Senate

Passage:
One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill. ""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Determine the temporal relation between the following event mentions.
- shepherded [ei22]
- said [ei24]

Use one of: BEFORE, AFTER, SIMULTANEOUS, UNKNOWN.","[[""shepherded [ei22]"", ""said [ei24]"", ""BEFORE""]]","[[""shepherded [ei22]"", ""said [ei24]"", ""BEFORE""]]",BEFORE
